"Year","Tournament/Event","Category","Winner","Runner-up","Semi-finalists","Quarter-finalists/Other Rounds","Currency","Source URL","Notes"
"2024","Malaysia Open (Super 1000)","MS","91,000.00","44,200.00","18,200.00","QF: 7,150.00; R16: 3,900.00; R32: 1,300.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,300,000. Per-round discipline payout table not available from accessible official source in this environment. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2024","Malaysia Open (Super 1000)","WS","91,000.00","44,200.00","18,200.00","QF: 7,150.00; R16: 3,900.00; R32: 1,300.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,300,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2024","Malaysia Open (Super 1000)","MD","96,200.00","45,500.00","18,200.00","QF: 8,125.00; R16: 4,225.00; R32: 1,300.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,300,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2024","Malaysia Open (Super 1000)","WD","96,200.00","45,500.00","18,200.00","QF: 8,125.00; R16: 4,225.00; R32: 1,300.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,300,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2024","Malaysia Open (Super 1000)","XD","96,200.00","45,500.00","18,200.00","QF: 8,125.00; R16: 4,225.00; R32: 1,300.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,300,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2024","All England Open (Super 1000)","MS","91,000.00","44,200.00","18,200.00","QF: 7,150.00; R16: 3,900.00; R32: 1,300.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,300,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2024","All England Open (Super 1000)","WS","91,000.00","44,200.00","18,200.00","QF: 7,150.00; R16: 3,900.00; R32: 1,300.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,300,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2024","All England Open (Super 1000)","MD","96,200.00","45,500.00","18,200.00","QF: 8,125.00; R16: 4,225.00; R32: 1,300.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,300,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2024","All England Open (Super 1000)","WD","96,200.00","45,500.00","18,200.00","QF: 8,125.00; R16: 4,225.00; R32: 1,300.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,300,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2024","All England Open (Super 1000)","XD","96,200.00","45,500.00","18,200.00","QF: 8,125.00; R16: 4,225.00; R32: 1,300.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,300,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2024","Indonesia Open (Super 1000)","MS","91,000.00","44,200.00","18,200.00","QF: 7,150.00; R16: 3,900.00; R32: 1,300.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,300,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2024","Indonesia Open (Super 1000)","WS","91,000.00","44,200.00","18,200.00","QF: 7,150.00; R16: 3,900.00; R32: 1,300.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,300,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2024","Indonesia Open (Super 1000)","MD","96,200.00","45,500.00","18,200.00","QF: 8,125.00; R16: 4,225.00; R32: 1,300.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,300,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2024","Indonesia Open (Super 1000)","WD","96,200.00","45,500.00","18,200.00","QF: 8,125.00; R16: 4,225.00; R32: 1,300.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,300,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2024","Indonesia Open (Super 1000)","XD","96,200.00","45,500.00","18,200.00","QF: 8,125.00; R16: 4,225.00; R32: 1,300.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 1,300,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2024","China Open (Super 1000)","MS","140,000.00","68,000.00","28,000.00","QF: 11,000.00; R16: 6,000.00; R32: 2,000.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 2,000,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
"2024","China Open (Super 1000)","WS","140,000.00","68,000.00","28,000.00","QF: 11,000.00; R16: 6,000.00; R32: 2,000.00","USD","https://system.bwfbadminton.com/documents/folder_1_81/Statutes/CHAPTER-5---TECHNICAL-REGULATIONS/Section%205.3.5%20-%20Distribution%20of%20Prize%20Money.pdf","Total purse published: 2,000,000. Round payouts computed from BWF Statutes Section 5.3.5 Table 2 (Grade 2, Level 2 & 3)."
